unique_code,tipoies,region,nombreies,nombrecarrera,modalidad
I113S6C203J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION CIVIL,Presencial
I113S6C203J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION CIVIL,Presencial
I113S6C21J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial
I113S6C21J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial
I113S6C433J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,PSICOPEDAGOGIA PLAN CONTINUIDAD,Presencial
I113S6C449J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial
I113S6C449J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial
I113S6C455J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN MASOTERAPIA,Presencial
I113S6C459J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,Presencial
I113S6C495J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,INGENIERIA DE EJECUCION INDUSTRIAL PLAN CONTINUIDAD,Presencial
I113S6C496J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN GESTION LOGISTICA,Presencial
I113S6C505J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Presencial
I113S6C506J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION BASICA,Presencial
I113S6C527J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN MAQUINARIA NAVAL,Presencial
I113S6C528J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN TRANSPORTE MARITIMO,Presencial
I113S6C540J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN PREVENCION Y REHABILITACION DE ADICCIONES,Presencial
I113S6C553J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,INGENIERIA EN ADMINISTRACION DE EMPRESAS NIVEL PROFESIONAL PLAN CONTINUIDAD,Presencial
I113S6C61J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial
I113S6C61J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial
I113S6C67J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,Presencial
I113S7C193J3V2,Institutos Profesionales,REGION METROPOLITANA,IP IPG,CONSTRUCCION CIVIL NIVEL PROFESIONAL PLAN CONTINUIDAD (SEMIPRESENCIAL),Semipresencial
I113S7C21J1V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial
I113S7C21J2V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial
I113S7C259J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL,No Presencial
I113S7C392J4V3,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN INFORMATICA,No Presencial
I113S7C433J2V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,PSICOPEDAGOGIA PLAN CONTINUIDAD,Presencial
I113S7C433J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,PSICOPEDAGOGIA PLAN CONTINUIDAD,No Presencial
I113S7C449J1V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial
I113S7C449J2V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial
I113S7C459J2V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,Presencial
I113S7C459J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,No Presencial
I113S7C495J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,INGENIERIA DE EJECUCION INDUSTRIAL PLAN CONTINUIDAD,No Presencial
I113S7C496J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN GESTION LOGISTICA,No Presencial
I113S7C505J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,No Presencial
I113S7C507J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN GESTION PUBLICA Y MUNICIPAL,No Presencial
I113S7C533J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR COMERCIO EXTERIOR MENCION COMERCIO ELECTRONICO,No Presencial
I113S7C540J2V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN PREVENCION Y REHABILITACION DE ADICCIONES,Presencial
I113S7C541J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN PROGRAMACION Y ANALISIS DE SISTEMAS,No Presencial
I113S7C542J4V2,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN MARKETING DIGITAL,No Presencial
I113S7C543J4V2,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN CIBERSEGURIDAD,No Presencial
I113S7C548J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,INGENIERIA EN GESTION LOGISTICA PLAN CONTINUIDAD,No Presencial
I113S7C553J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,INGENIERIA EN ADMINISTRACION DE EMPRESAS NIVEL PROFESIONAL PLAN CONTINUIDAD,No Presencial
I113S7C556J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN GESTION DE PERSONAS,No Presencial
I113S7C61J1V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial
I113S7C61J2V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial
I113S7C61J4V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,No Presencial
I113S7C67J1V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,Presencial
I113S7C67J2V1,Institutos Profesionales,REGION METROPOLITANA,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,Presencial
I113S8C193J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,CONSTRUCCION CIVIL (PLAN CONTINUIDAD),Presencial
I113S8C203J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION CIVIL,Presencial
I113S8C21J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial
I113S8C21J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO EN ENFERMERIA DE NIVEL SUPERIOR,Presencial
I113S8C259J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL,Presencial
I113S8C259J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL,Presencial
I113S8C433J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,PSICOPEDAGOGIA PLAN CONTINUIDAD,Presencial
I113S8C433J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,PSICOPEDAGOGIA PLAN CONTINUIDAD,Presencial
I113S8C449J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial
I113S8C449J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN ESTETICA INTEGRAL,Presencial
I113S8C455J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN MASOTERAPIA,Presencial
I113S8C459J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,Presencial
I113S8C459J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,Presencial
I113S8C464J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN MINAS MENCION PERFORACION Y TRONADURA,Presencial
I113S8C495J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,INGENIERIA DE EJECUCION INDUSTRIAL PLAN CONTINUIDAD,Presencial
I113S8C496J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN GESTION LOGISTICA,Presencial
I113S8C505J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Presencial
I113S8C511J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,INGENIERIA EN MINAS PLAN CONTINUIDAD,Presencial
I113S8C519J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN FARMACIA,Presencial
I113S8C519J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN FARMACIA,Presencial
I113S8C540J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN PREVENCION Y REHABILITACION DE ADICCIONES,Presencial
I113S8C541J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN PROGRAMACION Y ANALISIS DE SISTEMAS,Presencial
I113S8C541J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN PROGRAMACION Y ANALISIS DE SISTEMAS,Presencial
I113S8C553J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,INGENIERIA EN ADMINISTRACION DE EMPRESAS NIVEL PROFESIONAL PLAN CONTINUIDAD,Presencial
I113S8C556J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN GESTION DE PERSONAS,Presencial
I113S8C61J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial
I113S8C61J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial
I113S8C67J1V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,Presencial
I113S8C67J2V1,Institutos Profesionales,REGION DEL LIBERTADOR BERNARDO OHIGGINS,IP IPG,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL,Presencial
I116S10C132J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Presencial
I116S10C134J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,TECNICO EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Presencial
I116S10C136J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,TECNICO EN MANTENIMIENTO INDUSTRIAL,Presencial
I116S10C141J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial
I116S10C141J2V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial
I116S10C143J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Presencial
I116S10C143J2V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Presencial
I116S10C145J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Presencial
I116S10C145J2V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Presencial
I116S10C147J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN MANTENIMIENTO INDUSTRIAL,Presencial
I116S10C147J2V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN MANTENIMIENTO INDUSTRIAL,Presencial
I116S10C149J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA EN QUIMICA INDUSTRIAL,Presencial
I116S10C16J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,TECNICO EN TURISMO,Presencial
I116S10C200J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,TECNICO EN ENERGIA SOLAR,Presencial
I116S10C201J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,"INGENIERIA EN LOGISTICA, PROGRAMA EJECUTIVO SEMIPRESENCIAL",Semipresencial
I116S10C40J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,DISEÑO GRAFICO,Presencial
I116S10C4J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S10C4J1V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S10C4J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S10C4J2V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S10C51J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S10C51J1V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S10C51J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S10C51J2V2,Institutos Profesionales,REGION DE ANTOFAGASTA,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S11C134J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,TECNICO EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Presencial
I116S11C141J2V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial
I116S11C141J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN ADMINISTRACION DE RRHH,Presencial
I116S11C145J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Presencial
I116S11C145J1V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,Presencial
I116S11C149J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN QUIMICA INDUSTRIAL,Presencial
I116S11C17J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,TECNICO EN TRABAJO SOCIAL,Presencial
I116S11C195J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,TECNICO EN ENERGIA SOLAR,Presencial
I116S11C196J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,PSICOPEDAGOGIA,Presencial
I116S11C207J2V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S11C40J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,DISEÑO GRAFICO,Presencial
I116S11C4J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S11C51J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S11C60J2V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,CONSTRUCCION CIVIL,Presencial
I116S11C60J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,CONSTRUCCION CIVIL,Presencial
I116S11C8J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN INFORMATICA,Presencial
I116S11C8J1V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN INFORMATICA,Presencial
I116S11C9J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,CONTADOR AUDITOR,Presencial
I116S15C17J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,TECNICO EN TRABAJO SOCIAL,Presencial
I116S15C196J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,PSICOPEDAGOGIA,Presencial
I116S15C207J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S15C207J1V2,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S15C207J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S15C4J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S15C4J2V2,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S15C51J1V1,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S15C51J1V2,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S15C51J2V2,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S15C9J2V1,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,CONTADOR AUDITOR,Presencial
I116S15C9J2V2,Institutos Profesionales,REGION DEL BIOBIO,IP SANTO TOMAS,CONTADOR AUDITOR,Presencial
I116S16C196J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,PSICOPEDAGOGIA,Presencial
I116S16C4J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S16C4J1V2,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S16C4J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S16C51J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S16C51J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S16C60J1V1,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,CONSTRUCCION CIVIL,Presencial
I116S16C60J1V2,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,CONSTRUCCION CIVIL,Presencial
I116S16C60J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,CONSTRUCCION CIVIL,Presencial
I116S16C9J2V1,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,CONTADOR AUDITOR,Presencial
I116S16C9J2V2,Institutos Profesionales,REGION DE LOS LAGOS,IP SANTO TOMAS,CONTADOR AUDITOR,Presencial
I116S17C141J2V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial
I116S17C141J2V2,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA EN ADMINISTRACION DE RRHH,Presencial
I116S17C163J1V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,TECNICO EN DISEÑO DIGITAL Y PUBLICITARIO,Presencial
I116S17C16J1V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,TECNICO EN TURISMO,Presencial
I116S17C17J1V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,TECNICO EN TRABAJO SOCIAL,Presencial
I116S17C183J2V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA EN GEOMENSURA,Presencial
I116S17C207J2V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S17C22J1V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,TECNICO EN SONIDO,Presencial
I116S17C4J1V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S17C4J1V2,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S17C4J2V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S17C4J2V2,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S17C51J2V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S17C51J2V2,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S17C57J1V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,ANALISTA PROGRAMADOR,Presencial
I116S17C60J2V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,CONSTRUCCION CIVIL,Presencial
I116S17C60J2V2,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,CONSTRUCCION CIVIL,Presencial
I116S17C8J2V1,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA EN INFORMATICA,Presencial
I116S17C8J2V2,Institutos Profesionales,REGION DE LA ARAUCANIA,IP SANTO TOMAS,INGENIERIA EN INFORMATICA,Presencial
I116S18C196J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,PSICOPEDAGOGIA,Presencial
I116S18C207J2V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S18C4J1V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S18C4J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S18C51J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S18C57J1V1,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,ANALISTA PROGRAMADOR,Presencial
I116S18C8J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,INGENIERIA EN INFORMATICA,Presencial
I116S18C9J2V2,Institutos Profesionales,REGION DE COQUIMBO,IP SANTO TOMAS,CONTADOR AUDITOR,Presencial
I116S19C207J1V1,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S19C207J2V1,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,INGENIERIA AGRICOLA,Presencial
I116S19C4J1V1,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S19C4J1V2,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S19C4J2V1,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,SERVICIO SOCIAL,Presencial
I116S19C51J2V1,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S19C51J2V2,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,INGENIERIA DE EJECUCION EN ADMINISTRACION,Presencial
I116S19C55J2V1,Institutos Profesionales,REGION DEL MAULE,IP SANTO TOMAS,TECNICO EN CONECTIVIDAD Y REDES,Presencial
